,value,supplier_name,publish_date,agency_name
229084,16500.0,Gray Management Systems,2009-10-19,Department of Infrastructure Transport Regional Development and Local Government
229086,50379.0,COMCARE AUSTRALIA,2009-10-19,Department of Infrastructure Transport Regional Development and Local Government
229089,28000.0,AUSTRALIAN LOCAL GOVERNMENT ASSOCIA,2009-10-19,Department of Infrastructure Transport Regional Development and Local Government
229091,28500.0,Hays Specialist Recruitment (AUST),2009-10-19,Department of Infrastructure Transport Regional Development and Local Government
229093,170000.0,Hays Specialist Recruitment (AUST),2009-10-19,Department of Infrastructure Transport Regional Development and Local Government
229095,31860.0,Price Waterhouse Coopers,2009-10-19,Department of Infrastructure Transport Regional Development and Local Government
229097,207653.0,GHD PTY LTD,2009-10-19,Department of Infrastructure Transport Regional Development and Local Government
232882,28219.4,TELSTRA CORPORATION LIMITED,2009-10-26,Department of Infrastructure Transport Regional Development and Local Government
232884,18000.0,BIOTEXT PTY LTD,2009-10-26,Department of Infrastructure Transport Regional Development and Local Government
232886,370549.2,AMS TRUST,2009-10-26,Department of Infrastructure Transport Regional Development and Local Government
232888,25100.0,FIRST AKROW TRUST & BRIAN T WILSON,2009-10-26,Department of Infrastructure Transport Regional Development and Local Government
232892,230040.0,PRICEWATERHOUSECOOPERS,2009-10-26,Department of Infrastructure Transport Regional Development and Local Government
232894,77000.0,GHD PTY LTD,2009-10-26,Department of Infrastructure Transport Regional Development and Local Government
232896,112500.0,ALLEN CONSULTING GROUP PTY LTD,2009-10-26,Department of Infrastructure Transport Regional Development and Local Government
232898,18111.0,Hays Specialist Recruitment (AUST),2009-10-26,Department of Infrastructure Transport Regional Development and Local Government
232901,35000.0,W.E. & P.A. CAMERON PTY. LIMITED,2009-10-26,Department of Infrastructure Transport Regional Development and Local Government
235394,235400.0,THE DEPARTMENT OF THE PRIME,2009-11-02,Department of Infrastructure Transport Regional Development and Local Government
235396,15000.0,DATA ANALYSIS AUSTRALIA,2009-11-02,Department of Infrastructure Transport Regional Development and Local Government
235399,327596.41,NORTHERN AERODROME SERVICES PTY,2009-11-02,Department of Infrastructure Transport Regional Development and Local Government
235400,44550.0,AERODROME DESIGN PTY LTD,2009-11-02,Department of Infrastructure Transport Regional Development and Local Government
235402,23000.0,CAREERS UNLIMITED PTY LTD,2009-11-02,Department of Infrastructure Transport Regional Development and Local Government
235403,13063.4,FIRST AKROW TRUST & BRIAN T WILSON,2009-11-02,Department of Infrastructure Transport Regional Development and Local Government
235405,13700.0,FIRST AKROW TRUST & BRIAN T WILSON,2009-11-02,Department of Infrastructure Transport Regional Development and Local Government
235407,68000.0,AAMHATCH PTY LTD,2009-11-02,Department of Infrastructure Transport Regional Development and Local Government
236733,10016.71,Qantas,2009-11-05,Department of Infrastructure Transport Regional Development and Local Government
236743,10016.71,Qantas,2009-11-05,Department of Infrastructure Transport Regional Development and Local Government
236745,10284.38,Qantas,2009-11-05,Department of Infrastructure Transport Regional Development and Local Government
236747,10284.38,Qantas,2009-11-05,Department of Infrastructure Transport Regional Development and Local Government
236752,12555.6,Air Canada,2009-11-05,Department of Infrastructure Transport Regional Development and Local Government
236754,12556.66,Air Canada,2009-11-05,Department of Infrastructure Transport Regional Development and Local Government
239087,12100.0,EVANS & PECK PTY LTD,2009-11-10,Department of Infrastructure Transport Regional Development and Local Government
239091,880000.0,EGOV PTY LTD,2009-11-10,Department of Infrastructure Transport Regional Development and Local Government
239095,11000.0,CAREERS UNLIMITED PTY LTD,2009-11-10,Department of Infrastructure Transport Regional Development and Local Government
239100,42900.0,SAP AUSTRALIA PTY LTD,2009-11-10,Department of Infrastructure Transport Regional Development and Local Government
239104,35000.0,AUSTRALIAN INSTITUTE OF COMPANY,2009-11-10,Department of Infrastructure Transport Regional Development and Local Government
239108,65000.0,DEPARTMENT OF TRANSPORT AND,2009-11-10,Department of Infrastructure Transport Regional Development and Local Government
239112,12000.0,CAREERS UNLIMITED PTY LTD,2009-11-10,Department of Infrastructure Transport Regional Development and Local Government
239116,35000.0,CAREERS UNLIMITED PTY LTD,2009-11-10,Department of Infrastructure Transport Regional Development and Local Government
239121,25185.0,FUJI XEROX AUSTRALIA PTY LTD,2009-11-10,Department of Infrastructure Transport Regional Development and Local Government
239125,10000.0,ANDREW ALAN WRIGHT,2009-11-10,Department of Infrastructure Transport Regional Development and Local Government
239131,20883.0,FUJI XEROX AUSTRALIA PTY LTD,2009-11-10,Department of Infrastructure Transport Regional Development and Local Government
241083,53000.0,BOOZ AND COMPANY (AUST) PTY LTD,2009-11-16,Department of Infrastructure Transport Regional Development and Local Government
241085,42000.0,CAREERS UNLIMITED PTY LTD,2009-11-16,Department of Infrastructure Transport Regional Development and Local Government
241086,38700.0,DAVIS LANGDON AUSTRALIA,2009-11-16,Department of Infrastructure Transport Regional Development and Local Government
241087,95000.0,Porter Novelli Australia P/L,2009-11-16,Department of Infrastructure Transport Regional Development and Local Government
241088,14740.0,WIZARD CORPORATE TRAINING P/L,2009-11-16,Department of Infrastructure Transport Regional Development and Local Government
243820,11550.0,BULL & BEAR SPECIAL ASSIGNMENTS,2009-11-24,Department of Infrastructure Transport Regional Development and Local Government
243821,79200.0,Howat Bradshaw & Associates Pty Ltd,2009-11-24,Department of Infrastructure Transport Regional Development and Local Government
243822,17872.53,EBSCO INTERNATIONAL INC.,2009-11-24,Department of Infrastructure Transport Regional Development and Local Government
243824,15000.0,Zoo Communications Pty Ltd,2009-11-24,Department of Infrastructure Transport Regional Development and Local Government
243826,13860.0,M ANDREW & G WILSON,2009-11-24,Department of Infrastructure Transport Regional Development and Local Government
243828,170000.0,AUST GOVT SOLICITOR-CENTRAL OFF,2009-11-24,Department of Infrastructure Transport Regional Development and Local Government
243830,273196.0,M ANDREW & G WILSON,2009-11-24,Department of Infrastructure Transport Regional Development and Local Government
243831,75000.0,GMT Canberra Pty Ltd,2009-11-24,Department of Infrastructure Transport Regional Development and Local Government
243832,33000.0,G O'SULLIVAN & A.R TURNBULL,2009-11-24,Department of Infrastructure Transport Regional Development and Local Government
243833,15676.1,ETHAN GROUP PTY LTD,2009-11-24,Department of Infrastructure Transport Regional Development and Local Government
246434,20882.4,FUJI XEROX AUSTRALIA PTY LTD,2009-11-30,Department of Infrastructure Transport Regional Development and Local Government
246435,14600.0,INTERACTION CONSULTING GROUP PTY LI,2009-11-30,Department of Infrastructure Transport Regional Development and Local Government
246436,496470.0,SOUTHERN CROSS COMPUTING PTY LTD,2009-11-30,Department of Infrastructure Transport Regional Development and Local Government
246437,127765.0,EPI-USE AUSTRALIA PTY LIMITED,2009-11-30,Department of Infrastructure Transport Regional Development and Local Government
246438,49335.0,THE TRUSTEE FOR CHARTER MASON SERVI,2009-11-30,Department of Infrastructure Transport Regional Development and Local Government
246439,40920.0,OAKTON AA SERVICES PTY LTD,2009-11-30,Department of Infrastructure Transport Regional Development and Local Government
246440,42000.0,AUST GOVT SOLICITOR-CENTRAL OFF,2009-11-30,Department of Infrastructure Transport Regional Development and Local Government
246441,223141.0,SOUTHERN CROSS COMPUTING PTY LTD,2009-11-30,Department of Infrastructure Transport Regional Development and Local Government
246443,27500.0,ADVOCACY SERVICES AUSTRALIA LTD,2009-11-30,Department of Infrastructure Transport Regional Development and Local Government
246445,83000.0,"Department of Innovation, Industry,",2009-11-30,Department of Infrastructure Transport Regional Development and Local Government
246448,65000.0,DEPT OF TRANSPORT AND MAIN ROADS,2009-11-30,Department of Infrastructure Transport Regional Development and Local Government
246450,75000.0,CAREERS UNLIMITED PTY LTD,2009-11-30,Department of Infrastructure Transport Regional Development and Local Government
246451,14000.0,JUPITERS LIMITED,2009-11-30,Department of Infrastructure Transport Regional Development and Local Government
246453,32700.0,MARSH PTY LTD,2009-11-30,Department of Infrastructure Transport Regional Development and Local Government
246454,40000.0,AUSCO FITZROY PYT LTD,2009-11-30,Department of Infrastructure Transport Regional Development and Local Government
246456,49500.0,CONVERGA PTY LTD,2009-11-30,Department of Infrastructure Transport Regional Development and Local Government
246458,115000.0,COMMONWEALTH SERVICE DELIVERY AGENC,2009-11-30,Department of Infrastructure Transport Regional Development and Local Government
249410,10083.88,Qantas,2009-12-04,Department of Infrastructure Transport Regional Development and Local Government
249412,11081.58,Qantas,2009-12-04,Department of Infrastructure Transport Regional Development and Local Government
249441,200000.0,EPI-USE AUSTRALIA PTY LIMITED,2009-12-07,Department of Infrastructure Transport Regional Development and Local Government
249443,48000.0,INNOGENCE LIMITED,2009-12-07,Department of Infrastructure Transport Regional Development and Local Government
249445,72072.0,JEBEL CONSULTANT GROUP PTY LTD,2009-12-07,Department of Infrastructure Transport Regional Development and Local Government
249447,80036.0,AUREC PTY LTD,2009-12-07,Department of Infrastructure Transport Regional Development and Local Government
249449,72072.0,ICON RECRUITMENT PTY LTD,2009-12-07,Department of Infrastructure Transport Regional Development and Local Government
249452,24471.42,BLUE STAR PRINT GROUP AUSTRALIA PTY,2009-12-07,Department of Infrastructure Transport Regional Development and Local Government
249454,18150.0,ASIA PACIFIC MARITIME INSTITUTE PTY,2009-12-07,Department of Infrastructure Transport Regional Development and Local Government
